id,label,item_id,kind,course_id,section_index,section_slug,section_title,section_chunk_index,week,order,tags,source_path,metrics
163,MIT9_00SCF11_lec08_consc.pdf,mit9_00scf11_lec08_consc,concept,9.00sc-fall-2011,30,resources,Resources,21,8,163,,resources/mit9_00scf11_lec08_consc,
164,MIT9_00SCF11_lec09_learning.pdf,mit9_00scf11_lec09_learning,concept,9.00sc-fall-2011,30,resources,Resources,21,9,164,,resources/mit9_00scf11_lec09_learning,
165,MIT9_00SCF11_lec10_mem1.pdf,mit9_00scf11_lec10_mem1,concept,9.00sc-fall-2011,30,resources,Resources,22,10,165,,resources/mit9_00scf11_lec10_mem1,
166,MIT9_00SCF11_lec11_mem2.pdf,mit9_00scf11_lec11_mem2,concept,9.00sc-fall-2011,30,resources,Resources,22,11,166,,resources/mit9_00scf11_lec11_mem2,
167,MIT9_00SCF11_lec12_lang.pdf,mit9_00scf11_lec12_lang,concept,9.00sc-fall-2011,30,resources,Resources,22,12,167,,resources/mit9_00scf11_lec12_lang,
168,MIT9_00SCF11_lec13_think.pdf,mit9_00scf11_lec13_think,concept,9.00sc-fall-2011,30,resources,Resources,22,13,168,,resources/mit9_00scf11_lec13_think,
169,MIT9_00SCF11_lec14_intel.pdf,mit9_00scf11_lec14_intel,concept,9.00sc-fall-2011,30,resources,Resources,22,14,169,,resources/mit9_00scf11_lec14_intel,
170,MIT9_00SCF11_lec15_Emotion.pdf,mit9_00scf11_lec15_emotion,concept,9.00sc-fall-2011,30,resources,Resources,23,15,170,,resources/mit9_00scf11_lec15_emotion,
171,MIT9_00SCF11_lec16_person.pdf,mit9_00scf11_lec16_person,concept,9.00sc-fall-2011,30,resources,Resources,23,16,171,,resources/mit9_00scf11_lec16_person,
172,MIT9_00SCF11_lec17_child.pdf,mit9_00scf11_lec17_child,concept,9.00sc-fall-2011,30,resources,Resources,23,17,172,,resources/mit9_00scf11_lec17_child,
173,MIT9_00SCF11_lec18_AdDev.pdf,mit9_00scf11_lec18_addev,concept,9.00sc-fall-2011,30,resources,Resources,23,18,173,,resources/mit9_00scf11_lec18_addev,
174,MIT9_00SCF11_lec19_stress.pdf,mit9_00scf11_lec19_stress,concept,9.00sc-fall-2011,30,resources,Resources,23,19,174,,resources/mit9_00scf11_lec19_stress,
175,MIT9_00SCF11_lec20_psych1.pdf,mit9_00scf11_lec20_psych1,concept,9.00sc-fall-2011,30,resources,Resources,24,20,175,,resources/mit9_00scf11_lec20_psych1,
176,MIT9_00SCF11_lec21_psych2.pdf,mit9_00scf11_lec21_psych2,concept,9.00sc-fall-2011,30,resources,Resources,24,21,176,,resources/mit9_00scf11_lec21_psych2,
177,MIT9_00SCF11_lec22_socpsych1.pdf,mit9_00scf11_lec22_socpsych1,concept,9.00sc-fall-2011,30,resources,Resources,24,22,177,,resources/mit9_00scf11_lec22_socpsych1,
178,MIT9_00SCF11_lec23_socpsy2.pdf,mit9_00scf11_lec23_socpsy2,concept,9.00sc-fall-2011,30,resources,Resources,24,23,178,,resources/mit9_00scf11_lec23_socpsy2,
179,MIT9_00SCF11_lec24.pdf,mit9_00scf11_lec24,concept,9.00sc-fall-2011,30,resources,Resources,24,24,179,,resources/mit9_00scf11_lec24,
180,MIT9_00SCF11_read_kr1.pdf,mit9_00scf11_read_kr1,concept,9.00sc-fall-2011,30,resources,Resources,25,30,180,,resources/mit9_00scf11_read_kr1,
181,MIT9_00SCF11_read_kr10.pdf,mit9_00scf11_read_kr10,concept,9.00sc-fall-2011,30,resources,Resources,25,30,181,,resources/mit9_00scf11_read_kr10,
182,MIT9_00SCF11_read_kr11.pdf,mit9_00scf11_read_kr11,concept,9.00sc-fall-2011,30,resources,Resources,25,30,182,,resources/mit9_00scf11_read_kr11,
183,MIT9_00SCF11_read_kr12.pdf,mit9_00scf11_read_kr12,concept,9.00sc-fall-2011,30,resources,Resources,25,30,183,,resources/mit9_00scf11_read_kr12,
184,MIT9_00SCF11_read_kr13.pdf,mit9_00scf11_read_kr13,concept,9.00sc-fall-2011,30,resources,Resources,25,30,184,,resources/mit9_00scf11_read_kr13,
185,MIT9_00SCF11_read_kr2.pdf,mit9_00scf11_read_kr2,concept,9.00sc-fall-2011,30,resources,Resources,26,30,185,,resources/mit9_00scf11_read_kr2,
186,MIT9_00SCF11_read_kr3.pdf,mit9_00scf11_read_kr3,concept,9.00sc-fall-2011,30,resources,Resources,26,30,186,,resources/mit9_00scf11_read_kr3,
187,MIT9_00SCF11_read_kr4.pdf,mit9_00scf11_read_kr4,concept,9.00sc-fall-2011,30,resources,Resources,26,30,187,,resources/mit9_00scf11_read_kr4,
188,MIT9_00SCF11_read_kr5.pdf,mit9_00scf11_read_kr5,concept,9.00sc-fall-2011,30,resources,Resources,26,30,188,,resources/mit9_00scf11_read_kr5,
189,MIT9_00SCF11_read_kr6.pdf,mit9_00scf11_read_kr6,concept,9.00sc-fall-2011,30,resources,Resources,26,30,189,,resources/mit9_00scf11_read_kr6,
190,MIT9_00SCF11_read_kr7.pdf,mit9_00scf11_read_kr7,concept,9.00sc-fall-2011,30,resources,Resources,27,30,190,,resources/mit9_00scf11_read_kr7,
191,MIT9_00SCF11_read_kr8.pdf,mit9_00scf11_read_kr8,concept,9.00sc-fall-2011,30,resources,Resources,27,30,191,,resources/mit9_00scf11_read_kr8,
192,MIT9_00SCF11_read_kr9.pdf,mit9_00scf11_read_kr9,concept,9.00sc-fall-2011,30,resources,Resources,27,30,192,,resources/mit9_00scf11_read_kr9,
193,Introduction to Psychology,mit9_00scf11_text_pdf,concept,9.00sc-fall-2011,30,resources,Resources,27,30,193,,resources/mit9_00scf11_text_pdf,
194,MIT9_00SCF11_wax_bioethics.pdf,mit9_00scf11_wax_bioethics,concept,9.00sc-fall-2011,30,resources,Resources,27,30,194,,resources/mit9_00scf11_wax_bioethics,
195,Models of Intelligence and Underlying Neural Mechanisms,models-of-intelligence-and-underlying-neural-mechanisms,concept,9.00sc-fall-2011,30,resources,Resources,28,30,195,,resources/models-of-intelligence-and-underlying-neural-mechanisms,
196,Modern and Historical Viewpoints on Psychopathology,modern-and-historical-viewpoints-on-psychopathology,concept,9.00sc-fall-2011,30,resources,Resources,28,30,196,,resources/modern-and-historical-viewpoints-on-psychopathology,
197,Neural Memory Systems and the Effect of Huntington's and Alzheimer's Diseases on Memory,neural-memory-systems-and-the-effect-of-huntingtons-and-alzheimers-diseases-on-memory,concept,9.00sc-fall-2011,30,resources,Resources,28,30,197,,resources/neural-memory-systems-and-the-effect-of-huntingtons-and-alzheimers-diseases-on-memory,
198,Neurogenesis,neurogenesis,concept,9.00sc-fall-2011,30,resources,Resources,28,30,198,,resources/neurogenesis,
199,Object Tracking 1,object-tracking-1,concept,9.00sc-fall-2011,30,resources,Resources,28,1,199,,resources/object-tracking-1,
200,Object Tracking 2,object-tracking-2,concept,9.00sc-fall-2011,30,resources,Resources,29,2,200,,resources/object-tracking-2,
201,Object Tracking 3,object-tracking-3,concept,9.00sc-fall-2011,30,resources,Resources,29,3,201,,resources/object-tracking-3,
202,Object Tracking and Improving Attention,object-tracking-and-improving-attention,concept,9.00sc-fall-2011,30,resources,Resources,29,30,202,,resources/object-tracking-and-improving-attention,
203,Obsessive Compulsive Disorder (OCD),obsessive-compulsive-disorder-ocd,concept,9.00sc-fall-2011,30,resources,Resources,29,30,203,,resources/obsessive-compulsive-disorder-ocd,
204,Operant Conditioning, Thorndike's cat, and Little Albert,operant-conditioning-thorndikes-cat-and-little-albert,concept,9.00sc-fall-2011,30,resources,Resources,29,30,204,,resources/operant-conditioning-thorndikes-cat-and-little-albert,
205,Origins of Personality,origins-of-personality,concept,9.00sc-fall-2011,30,resources,Resources,30,30,205,,resources/origins-of-personality,
206,Pavlov and Learning Through Conditioning,pavlov-and-learning-through-conditioning,concept,9.00sc-fall-2011,30,resources,Resources,30,30,206,,resources/pavlov-and-learning-through-conditioning,
207,Perception in Blindsight Patients,perception-in-blindsight-patients,concept,9.00sc-fall-2011,30,resources,Resources,30,30,207,,resources/perception-in-blindsight-patients,
208,Peripheral Bodily Events Influencing Emotion,peripheral-bodily-events-influencing-emotion,concept,9.00sc-fall-2011,30,resources,Resources,30,30,208,,resources/peripheral-bodily-events-influencing-emotion,
209,Personality and How It's Tested,personality-and-how-its-tested,concept,9.00sc-fall-2011,30,resources,Resources,30,30,209,,resources/personality-and-how-its-tested,
210,Pfc. England,pfc,concept,9.00sc-fall-2011,30,resources,Resources,31,30,210,,resources/pfc,
211,Physical Stress Mechanism and Its Effects,physical-stress-mechanism-and-its-effects,concept,9.00sc-fall-2011,30,resources,Resources,31,30,211,,resources/physical-stress-mechanism-and-its-effects,
212,Piaget and the Preoperational Stage,piaget-and-the-preoperational-stage,concept,9.00sc-fall-2011,30,resources,Resources,31,30,212,,resources/piaget-and-the-preoperational-stage,
213,Piaget and the Sensorimotor Stage,piaget-and-the-sensorimotor-stage,concept,9.00sc-fall-2011,30,resources,Resources,31,30,213,,resources/piaget-and-the-sensorimotor-stage,
214,Predicting Happiness: Affective Forecasting, the Paradox of Choice,predicting-happiness-affective-forecasting-the-paradox-of-choice,concept,9.00sc-fall-2011,30,resources,Resources,31,30,214,,resources/predicting-happiness-affective-forecasting-the-paradox-of-choice,
215,Predisposition to Facial Recognition,predisposition-to-facial-recognition,concept,9.00sc-fall-2011,30,resources,Resources,32,30,215,,resources/predisposition-to-facial-recognition,
216,Proactive and Retroactive Interference,proactive-and-retroactive-interference,concept,9.00sc-fall-2011,30,resources,Resources,32,30,216,,resources/proactive-and-retroactive-interference,
217,Problems with Language: Aphasia and the Neural Basis of Speech,problems-with-language-aphasia-and-the-neural-basis-of-speech,concept,9.00sc-fall-2011,30,resources,Resources,32,30,217,,resources/problems-with-language-aphasia-and-the-neural-basis-of-speech,
218,Problems With Object Recognition,problems-with-object-recognition,concept,9.00sc-fall-2011,30,resources,Resources,32,30,218,,resources/problems-with-object-recognition,
219,Psychological Modifiers of the Stress Response,psychological-modifiers-of-the-stress-response,concept,9.00sc-fall-2011,30,resources,Resources,32,30,219,,resources/psychological-modifiers-of-the-stress-response,
220,Psychology and Science,psychology-and-science,concept,9.00sc-fall-2011,30,resources,Resources,33,30,220,,resources/psychology-and-science,
221,Psychology Experiments and the Real World,psychology-experiments-and-the-real-world,concept,9.00sc-fall-2011,30,resources,Resources,33,30,221,,resources/psychology-experiments-and-the-real-world,
222,Race and Facial Recognition,race-and-facial-recognition,concept,9.00sc-fall-2011,30,resources,Resources,33,30,222,,resources/race-and-facial-recognition,
223,Racism, Acheivement Gaps, and the Stereotype Threat,racism-acheivement-gaps-and-the-stereotype-threat,concept,9.00sc-fall-2011,30,resources,Resources,33,30,223,,resources/racism-acheivement-gaps-and-the-stereotype-threat,
224,Recognizing Faces and Prosopagnosia,recognizing-faces-and-prosopagnosia,concept,9.00sc-fall-2011,30,resources,Resources,33,30,224,,resources/recognizing-faces-and-prosopagnosia,
225,Recognizing Fear,recognizing-fear,concept,9.00sc-fall-2011,30,resources,Resources,34,30,225,,resources/recognizing-fear,
226,Recording Studies of Function: Electrical (EEG, MEG) & Metabolic (PET, fMRI),recording-studies-of-function-electrical-eeg-meg-metabolic-pet-fmri,concept,9.00sc-fall-2011,30,resources,Resources,34,30,226,,resources/recording-studies-of-function-electrical-eeg-meg-metabolic-pet-fmri,
227,Recording Studies of Structure: CT, MR, DTI,recording-studies-of-structure-ct-mr-dti,concept,9.00sc-fall-2011,30,resources,Resources,34,30,227,,resources/recording-studies-of-structure-ct-mr-dti,
228,Reinforcement and Learned Helplessness,reinforcement-and-learned-helplessness,concept,9.00sc-fall-2011,30,resources,Resources,34,30,228,,resources/reinforcement-and-learned-helplessness,
229,Removed Clip 1: Face the Rear,removed-clip-1-face-the-rear,concept,9.00sc-fall-2011,30,resources,Resources,34,1,229,,resources/removed-clip-1-face-the-rear,
230,Removed Clip 2: Heider-Simmel demonstration,removed-clip-2-heider-simmel-demonstration,concept,9.00sc-fall-2011,30,resources,Resources,35,2,230,,resources/removed-clip-2-heider-simmel-demonstration,
231,Retrograde Amnesia,retrograde-amnesia,concept,9.00sc-fall-2011,30,resources,Resources,35,30,231,,resources/retrograde-amnesia,
232,Reward Value and Delayed Gratification,reward-value-and-delayed-gratification,concept,9.00sc-fall-2011,30,resources,Resources,35,30,232,,resources/reward-value-and-delayed-gratification,
233,Risk Assessment and Loss Aversion,risk-assessment-and-loss-aversion,concept,9.00sc-fall-2011,30,resources,Resources,35,30,233,,resources/risk-assessment-and-loss-aversion,
234,Sample Studies: Social Cognition (Empathy) & Vegetative States,sample-studies-social-cognition-empathy-vegetative-states,concept,9.00sc-fall-2011,30,resources,Resources,35,30,234,,resources/sample-studies-social-cognition-empathy-vegetative-states,
235,Selective Attention Test,selective-attention-test,concept,9.00sc-fall-2011,30,resources,Resources,36,30,235,,resources/selective-attention-test,
236,Self-serving Attributional Bias,self-serving-attributional-bias,concept,9.00sc-fall-2011,30,resources,Resources,36,30,236,,resources/self-serving-attributional-bias,
237,Short Term Memory,short-term-memory,concept,9.00sc-fall-2011,30,resources,Resources,36,30,237,,resources/short-term-memory,
238,Social Influence: Conformity, Compliance, and Obedience,social-influence-conformity-compliance-and-obedience,concept,9.00sc-fall-2011,30,resources,Resources,36,30,238,,resources/social-influence-conformity-compliance-and-obedience,
239,Stages of Development,stages-of-development,concept,9.00sc-fall-2011,30,resources,Resources,36,30,239,,resources/stages-of-development,
240,Stereotypes and Stress,stereotypes-and-stress,concept,9.00sc-fall-2011,30,resources,Resources,37,30,240,,resources/stereotypes-and-stress,
241,Studying Emotion: History and Overview,studying-emotion-history-and-overview,concept,9.00sc-fall-2011,30,resources,Resources,37,30,241,,resources/studying-emotion-history-and-overview,
242,Subliminal Perception,subliminal-perception,concept,9.00sc-fall-2011,30,resources,Resources,37,30,242,,resources/subliminal-perception,
243,The Baby Human - Werker,the-baby-human-werker,concept,9.00sc-fall-2011,30,resources,Resources,37,30,243,,resources/the-baby-human-werker,
244,The Creation of (False) Memories,the-creation-of-false-memories,concept,9.00sc-fall-2011,30,resources,Resources,37,30,244,,resources/the-creation-of-false-memories,
245,The Crying Indian Commercial,the-crying-indian-commercial,concept,9.00sc-fall-2011,30,resources,Resources,38,30,245,,resources/the-crying-indian-commercial,
246,The Development of Facial Recognition,the-development-of-facial-recognition,concept,9.00sc-fall-2011,30,resources,Resources,38,30,246,,resources/the-development-of-facial-recognition,
247,The Door Study,the-door-study,concept,9.00sc-fall-2011,30,resources,Resources,38,30,247,,resources/the-door-study,
248,The Importance of Memory,the-importance-of-memory,concept,9.00sc-fall-2011,30,resources,Resources,38,30,248,,resources/the-importance-of-memory,
249,The McGurk effect,the-mcgurk-effect,concept,9.00sc-fall-2011,30,resources,Resources,38,30,249,,resources/the-mcgurk-effect,
250,The Mechanics of Vision: Pre-Visual Cortex,the-mechanics-of-vision-pre-visual-cortex,concept,9.00sc-fall-2011,30,resources,Resources,39,30,250,,resources/the-mechanics-of-vision-pre-visual-cortex,
251,The Mechanics of Vision: Visual Cortex,the-mechanics-of-vision-visual-cortex,concept,9.00sc-fall-2011,30,resources,Resources,39,30,251,,resources/the-mechanics-of-vision-visual-cortex,
252,The Mind is What the Brain Does,the-mind-is-what-the-brain-does,lecture,9.00sc-fall-2011,30,resources,Resources,6,30,252,,resources/the-mind-is-what-the-brain-does,
253,The Monkey Business Illusion,the-monkey-business-illusion,concept,9.00sc-fall-2011,30,resources,Resources,39,30,253,,resources/the-monkey-business-illusion,
254,The Power and Peril of Automaticity,the-power-and-peril-of-automaticity,concept,9.00sc-fall-2011,30,resources,Resources,39,30,254,,resources/the-power-and-peril-of-automaticity,
255,Theory of Mind,theory-of-mind,concept,9.00sc-fall-2011,30,resources,Resources,39,30,255,,resources/theory-of-mind,
256,Thinking Traps: Functional Fixedness, Problem Solving, and Creativity,thinking-traps-functional-fixedness-problem-solving-and-creativity,concept,9.00sc-fall-2011,30,resources,Resources,40,30,257,,resources/thinking-traps-functional-fixedness-problem-solving-and-creativity,
257,Thinking Traps: Functional Fixedness, Problem Solving, and Creativity,thinking-traps-functional-fixedness-problem-solving-and-creativity-1,concept,9.00sc-fall-2011,30,resources,Resources,40,1,256,,resources/thinking-traps-functional-fixedness-problem-solving-and-creativity-1,
258,thinking_disc_1.mp3,thinking_disc_1,concept,9.00sc-fall-2011,30,resources,Resources,40,1,258,,resources/thinking_disc_1,
259,thinking_disc_2.mp3,thinking_disc_2,concept,9.00sc-fall-2011,30,resources,Resources,40,2,259,,resources/thinking_disc_2,
260,Treatment Approaches: Behavioral and Medical,treatment-approaches-behavioral-and-medical,concept,9.00sc-fall-2011,30,resources,Resources,40,30,260,,resources/treatment-approaches-behavioral-and-medical,
261,Treatment of Schizophrenia,treatment-of-schizophrenia,concept,9.00sc-fall-2011,30,resources,Resources,41,30,261,,resources/treatment-of-schizophrenia,
262,Types of Memory and Q&A about Patient H.M.,types-of-memory-and-q-a-about-patient-h,concept,9.00sc-fall-2011,30,resources,Resources,41,30,262,,resources/types-of-memory-and-q-a-about-patient-h,
263,Universality of Emotions,universality-of-emotions,concept,9.00sc-fall-2011,30,resources,Resources,41,30,263,,resources/universality-of-emotions,
264,Vision as Interpretation,vision-as-interpretation,concept,9.00sc-fall-2011,30,resources,Resources,41,30,264,,resources/vision-as-interpretation,
265,Visual Search and Attentional Blink,visual-search-and-attentional-blink,concept,9.00sc-fall-2011,30,resources,Resources,41,30,265,,resources/visual-search-and-attentional-blink,
266,Wernickes Aphasia,wernickes-aphasia,concept,9.00sc-fall-2011,30,resources,Resources,42,30,266,,resources/wernickes-aphasia,
267,What and Where Systems,what-and-where-systems,concept,9.00sc-fall-2011,30,resources,Resources,42,30,267,,resources/what-and-where-systems,
268,What Do We Mean by "Attention"?,what-do-we-mean-by-attention,concept,9.00sc-fall-2011,30,resources,Resources,42,30,268,,resources/what-do-we-mean-by-attention,
269,What Information From the Neglected Field can be Processed?,what-information-from-the-neglected-field-can-be-processed,concept,9.00sc-fall-2011,30,resources,Resources,42,30,269,,resources/what-information-from-the-neglected-field-can-be-processed,
270,What is a Mental Disorder?,what-is-a-mental-disorder,concept,9.00sc-fall-2011,30,resources,Resources,42,30,270,,resources/what-is-a-mental-disorder,
271,What is Intelligence?,what-is-intelligence,concept,9.00sc-fall-2011,30,resources,Resources,43,30,271,,resources/what-is-intelligence,
272,What is Social Psychology?,what-is-social-psychology,concept,9.00sc-fall-2011,30,resources,Resources,43,30,272,,resources/what-is-social-psychology,
273,What Makes Something an Experiment?,what-makes-something-an-experiment,concept,9.00sc-fall-2011,30,resources,Resources,43,30,273,,resources/what-makes-something-an-experiment,
274,Woman with OCD,woman-with-ocd,concept,9.00sc-fall-2011,30,resources,Resources,43,30,274,,resources/woman-with-ocd,
275,Word Recognition and Alexia,word-recognition-and-alexia,concept,9.00sc-fall-2011,30,resources,Resources,43,30,275,,resources/word-recognition-and-alexia,
